title,category,price,rating,availability,description,upc,num_reviews,product_url,stock_count,description_word_count,price_range,recommended
when we collided,contemporary,31.77,1,in stock (16 available) in stock in stock in stock in stock in stock in stock,"we are seventeen and shattered and still dancing. we have messy, throbbing hearts, and we are stronger than anyone could ever know…jonah never thought a girl like vivi would come along.vivi didn’t know jonah would light up her world.neither of them expected a summer like this…a summer that would rewrite their futures.in an unflinching story about new love, old wounds, and we are seventeen and shattered and still dancing. we have messy, throbbing hearts, and we are stronger than anyone could ever know…jonah never thought a girl like vivi would come along.vivi didn’t know jonah would light up her world.neither of them expected a summer like this…a summer that would rewrite their futures.in an unflinching story about new love, old wounds, and forces beyond our control, two teens find that when you collide with the right person at just the right time, it will change you forever. ...more",3ecb690d1542c568,0,https://books.toscrape.com/catalogue/when-we-collided_955/index.html,16,148,COSTLY,False
without borders (wanderlove #1),new adult,45.07,2,in stock (16 available) in stock in stock in stock in stock in stock in stock,"for annie london, a month in a central american rainforest means handing out mosquito nets, giving medical aid, and teaching children about the birds and the bees. with any luck, it will also land her application in the “accepted” pile at a top tier medical school. but as soon as she steps off the plane, annie realizes her bug spray, feeble spanish, and medical supplies wo for annie london, a month in a central american rainforest means handing out mosquito nets, giving medical aid, and teaching children about the birds and the bees. with any luck, it will also land her application in the “accepted” pile at a top tier medical school. but as soon as she steps off the plane, annie realizes her bug spray, feeble spanish, and medical supplies won’t help her deal with her new feelings for felipe—her best friend's older brother, who's much hotter than she remembers, and who also happens to be the doctor in charge of the trip.gawking “volun-tourists” may keep his family’s medical clinic afloat, but dr. felipe gutierrez doesn’t have to like them. or the way they make snap judgments about his practice and the people he cares for. but when his old crush, annie, shows up to volunteer, her killer curves and kind smile fan the embers of a flame felipe didn’t realize he’d been carrying. a flame that makes him question all his preconceived notions.as ideas and cultures clash, annie and felipe must decide how far outside their comfort zones they are willing to go—both for their work and for one another. ...more",acddfeab2a407640,0,https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,16,263,COSTLY,False
"rat queens, vol. 3: demons (rat queens (collected editions) #11-15)",sequential art,50.4,3,in stock (16 available) in stock in stock in stock in stock in stock in stock,"having survived the end of the world, the queens follow hannah back to where it all began: mage university. a long perilous journey awaits the rat queens as they attempt to find out what happened to hannah's father while battling their own demons. collects rat queens #11-15",c82a3e358c773c73,0,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,16,47,COSTLY,False
reskilling america: learning to labor in the twenty-first century,nonfiction,19.83,2,in stock (16 available) in stock in stock in stock in stock in stock in stock,"from katherine newman, award-winning author of no shame in my game, and sociologist hella winston, a sharp and irrefutable call to reenergize this nation's long-neglected system of vocational trainingafter decades of off-shoring and downsizing that have left blue collar workers obsolete and stranded, the united states is now on the verge of an industrial renaissance. but w from katherine newman, award-winning author of no shame in my game, and sociologist hella winston, a sharp and irrefutable call to reenergize this nation's long-neglected system of vocational trainingafter decades of off-shoring and downsizing that have left blue collar workers obsolete and stranded, the united states is now on the verge of an industrial renaissance. but we don't have a skilled enough labor pool to fill the positions that will be created, which are in many cases technically demanding and require specialized skills. a decades-long series of idealistic educational policies with the expressed goal of getting every student to go to college has left a generation of potential workers out of the system. touted as a progressive, egalitarian institution providing opportunity even to those with the greatest need, the american secondary school system has in fact deepened existing inequalities.we can do better, argue acclaimed sociologists katherine newman and hella winston. taking a page from the successful experience of countries like germany and austria, where youth unemployment is a mere 7%, they call for a radical reevaluation of the idea of vocational training, long discredited as an instrument of tracking. the united states can prepare a new, high-performance labor force if we revamp our school system to value industry apprenticeship and rigorous technical education. by doing so, we will not only be able to meet the growing demand for skilled employees in dozens of sectors where employers decry the absence of well trained workers -- we will make the american dream accessible to all. ...more",d7310206583a54b6,0,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,16,311,REASONABLE,False
"saga, volume 5 (saga (collected editions) #5)",sequential art,51.04,2,in stock (16 available) in stock in stock in stock in stock in stock in stock,"multiple storylines collide in this cosmos-spanning new volume. while gwendolyn and lying cat risk everything to find a cure for the will, marko makes an uneasy alliance with prince robot iv to find their missing children, who are trapped on a strange world with terrifying new enemies. collects saga #25-30.",53a3d11bb568cc8b,0,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,16,50,COSTLY,False
"saga, volume 6 (saga (collected editions) #6)",fantasy,25.02,3,in stock (16 available) in stock in stock in stock in stock in stock in stock,"after a dramatic time jump, the three-time eisner award winner for best continuing series continues to evolve, as hazel begins the most exciting adventure of her life: kindergarten. meanwhile, her star-crossed family learns hard lessons of their own.collects saga #31-36",c849f0b2f5d6a742,0,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,16,40,AFFORDABLE,False
security,horror,39.25,2,in stock (16 available) in stock in stock in stock in stock in stock in stock,"“original and imaginative . . . ripping suspense, sheer terror, and a wrenching love story.” —sandra brown, new york times bestselling author of frictionthe terrible truth about manderley is that someone is always watching. manderley resort is a gleaming, new twenty-story hotel on the california coast. it’s about to open its doors, and the world--at least those with the me “original and imaginative . . . ripping suspense, sheer terror, and a wrenching love story.” —sandra brown, new york times bestselling author of frictionthe terrible truth about manderley is that someone is always watching. manderley resort is a gleaming, new twenty-story hotel on the california coast. it’s about to open its doors, and the world--at least those with the means to afford it--will be welcomed into a palace of opulence and unparalleled security. but someone is determined that manderley will never open. the staff has no idea that their every move is being watched, and over the next twelve hours they will be killed off, one by one. writing in the tradition of edgar allan poe and stephen king, and with a deep bow to daphne du maurier, author gina wohlsdorf pairs narrative ingenuity and razor-wire prose with quick twists, sharp turns, and gasp-inducing terror. security is grand guignol storytelling at its very best. a shocking thriller, a brilliant narrative puzzle, and a multifaceted love story unlike any other, security marks the debut of a fearless and gifted writer. “be surprised, be very surprised: gina wohlsdorf brings more than just plot twists and a terrifically tender love story to this thriller . . . it’s her playful homage to hitchcock and du maurier that had me reading, howling, and just plain loving this novel.” —sara gruen, author of at the water’s edge “grand hotel meets psycho in the age of surveillance . . . security is cinematically vivid, crisply written, and sharp enough to cut . . . wohlsdorf brilliantly subverts our expectations of the action genre in this smart, shocking, poignant thriller.” —emily croy barker, author of the thinking woman’s guide to real magic “the thrill of this novel goes beyond its wickedly clever, split-screen, high-tech wizardry—a kind of video gamer’s literary retake of hitchcock’s rear window--and emanates from its strange, disembodied narrator . . . the effect is terrifying, sexy, dizzying, and impossible to look away from.” —tim johnston, author of descent “shocking and filled with tarantino-ish dark humor. . . structurally reminiscent of the amazing jennifer egan,wohlsdorf’s book is certainly a hybrid, like nothing else. get ready.” —ann beattie, author of the state we’re in “flawless . . . security is perfectly tuned for blockbuster status . . . they don’t make a hotel big enough to house all the people who will want to read this, and soon, as in manderley, all eyes will be on wohlsdorf.” —daniel kraus, booklist, starred review ...more",6f78a0d744c35456,0,https://books.toscrape.com/catalogue/security_925/index.html,16,477,COSTLY,False
soul reader,default,39.58,2,in stock (16 available) in stock in stock in stock in stock in stock in stock,along with magic realism and a plethora of literary references throughout issues such as free will and identity flood the pages. what if your destiny was decided for you? what if you were meant for more?,e6af5bf1163c1151,0,https://books.toscrape.com/catalogue/soul-reader_926/index.html,16,36,COSTLY,False
spark joy: an illustrated master class on the art of organizing and tidying up,nonfiction,41.83,4,in stock (16 available) in stock in stock in stock in stock in stock in stock,"marie kondo’s unique konmari method of tidying up is nothing short of life-changing—and her first book, the life-changing magic of tidying up, has become a worldwide sensation. in spark joy, kondo presents an in-depth, illustrated manual on how to declutter and organize specific items throughout the house, from kitchen and bathroom items to work-related papers and hobby co marie kondo’s unique konmari method of tidying up is nothing short of life-changing—and her first book, the life-changing magic of tidying up, has become a worldwide sensation. in spark joy, kondo presents an in-depth, illustrated manual on how to declutter and organize specific items throughout the house, from kitchen and bathroom items to work-related papers and hobby collections. user-friendly line drawings illustrate kondo’s patented folding method as it applies to shirts, pants, socks, and jackets, as well as images of properly organized drawers, closets, and cabinets. this book is perfect for anyone who wants a home—and life—that sparks joy. ...more",87b0615b6e1f4d7b,0,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,16,158,COSTLY,False
the activist's tao te ching: ancient advice for a modern revolution,spirituality,32.24,5,in stock (16 available) in stock in stock in stock in stock in stock in stock,"change and anger are in the air. looking for answers to today’s wrenching challenges, william martin turns to the tao te ching and finds that while taoism is known for its quiet, enigmatic wisdom, the tao can also have the cleansing force of a rushing river.through his interpretation of this ancient chinese text, martin elucidates revolutionary messages condemning power-se change and anger are in the air. looking for answers to today’s wrenching challenges, william martin turns to the tao te ching and finds that while taoism is known for its quiet, enigmatic wisdom, the tao can also have the cleansing force of a rushing river.through his interpretation of this ancient chinese text, martin elucidates revolutionary messages condemning power-seeking and greed. he emphasizes that humans have a “natural virtue” that can help them heal the planet; shows how taoism’s simplicity can be subversive and its flexibility a potent force; and reassures that “when injustice is the rule, justice always lies in wait.”provocative and stirring, martin’s tao flows within and through those who ride the waves of anger and frustration and gently guides them to true freedom.“we have learned the secret of transformation: injustice feeds our determination. hate increases our love. wounds bring forth our healing, and fear uncovers our courage and serenity.”— from the activist’s tao te ching ...more",7d6d2a6c0276f81b,0,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,16,218,COSTLY,False
the age of genius: the seventeenth century and the birth of the modern mind,history,19.73,1,in stock (16 available) in stock in stock in stock in stock in stock in stock,"the age of genius explores the eventful intertwining of outward event and inner intellectual life to tell, in all its richness and depth, the story of the 17th century in europe. it was a time of creativity unparalleled in history before or since, from science to the arts, from philosophy to politics. acclaimed philosopher and historian a.c. grayling points to three primar the age of genius explores the eventful intertwining of outward event and inner intellectual life to tell, in all its richness and depth, the story of the 17th century in europe. it was a time of creativity unparalleled in history before or since, from science to the arts, from philosophy to politics. acclaimed philosopher and historian a.c. grayling points to three primary factors that led to the rise of vernacular (popular) languages in philosophy, theology, science, and literature; the rise of the individual as a general and not merely an aristocratic type; and the invention and application of instruments and measurement in the study of the natural world.grayling vividly reconstructs this unprecedented era and breathes new life into the major figures of the seventeenth century intelligentsia who span literature, music, science, art, and philosophy--shakespeare, monteverdi, galileo, rembrandt, locke, newton, descartes, vermeer, hobbes, milton, and cervantes, among many more. during this century, a fundamentally new way of perceiving the world emerged as reason rose to prominence over tradition, and the rights of the individual took center stage in philosophy and politics, a paradigmatic shift that would define western thought for centuries to come. ...more",a3d2a4250807f1e9,0,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,16,255,REASONABLE,False
the art forger,add a comment,40.76,3,in stock (16 available) in stock in stock in stock in stock in stock in stock,"on march 18, 1990, thirteen works of art today worth over $500 million were stolen from the isabella stewart gardner museum in boston. it remains the largest unsolved art heist in history, and claire roth, a struggling young artist, is about to discover that there’s more to this crime than meets the eye.making a living reproducing famous artworks for a popular online retai on march 18, 1990, thirteen works of art today worth over $500 million were stolen from the isabella stewart gardner museum in boston. it remains the largest unsolved art heist in history, and claire roth, a struggling young artist, is about to discover that there’s more to this crime than meets the eye.making a living reproducing famous artworks for a popular online retailer and desperate to improve her situation, claire is lured into a faustian bargain with aiden markel, a powerful gallery owner. she agrees to forge a painting—a degas masterpiece stolen from the gardner museum—in exchange for a one-woman show in his renowned gallery. but when that very same long-missing degas painting is delivered to claire’s studio, she begins to suspect that it may itself be a forgery.her desperate search for the truth leads claire into a labyrinth of deceit where secrets hidden since the late nineteenth century may be the only evidence that can now save her life. ...more",80cfab6bcff3a244,0,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,16,224,COSTLY,False
"the bulletproof diet: lose up to a pound a day, reclaim energy and focus, upgrade your life",health,49.05,3,in stock (16 available) in stock in stock in stock in stock in stock in stock,"in his midtwenties, dave asprey was a successful silicon valley multimillionaire. he also weighed 300 pounds, despite the fact that he was doing what doctors recommended: eating 1,800 calories a day and working out 90 minutes a day, six times a week. when his excess fat started causing brain fog and food cravings sapped his energy and willpower, asprey turned to the same h in his midtwenties, dave asprey was a successful silicon valley multimillionaire. he also weighed 300 pounds, despite the fact that he was doing what doctors recommended: eating 1,800 calories a day and working out 90 minutes a day, six times a week. when his excess fat started causing brain fog and food cravings sapped his energy and willpower, asprey turned to the same hacking techniques that made his fortune to ""hack"" his own biology, investing more than $300,000 and 15 years to uncover what was hindering his energy, performance, appearance, and happiness. from private brain eeg facilities to remote monasteries in tibet, through radioactive brain scans, blood chemistry work, nervous system testing, and more, he explored traditional and alternative technologies to reach his physical and mental prime. the result? the bulletproof diet, an anti-inflammatory program for hunger-free, rapid weight loss and peak performance. the bulletproof diet will challenge—and change—the way you think about weight loss and wellness. you will skip breakfast, stop counting calories, eat high levels of healthy saturated fat, work out and sleep less, and add smart supplements.in doing so, you'll gain energy, build lean muscle, and watch the pounds melt off. by ditching traditional ""diet"" thinking, asprey went from being overweight and sick in his twenties to maintaining a 100-pound weight loss, increasing his iq, and feeling better than ever in his forties. the bulletproof diet is your blueprint to a better life. ...more",43c6a960757cf559,0,https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,16,301,COSTLY,False
the death of humanity: and the case for life,philosophy,58.11,4,in stock (16 available) in stock in stock in stock in stock in stock in stock,"do you believe human life is inherently valuable? unfortunately, in the secularized age of state-sanctioned euthanasia and abortion-on-demand, many are losing faith in the simple value of human life. to the disillusioned, human beings are a cosmic accident whose intrinsic value is worth no more than other animals.the death of humanity explores our culture's declining respe do you believe human life is inherently valuable? unfortunately, in the secularized age of state-sanctioned euthanasia and abortion-on-demand, many are losing faith in the simple value of human life. to the disillusioned, human beings are a cosmic accident whose intrinsic value is worth no more than other animals.the death of humanity explores our culture's declining respect for the sanctity of human life, drawing on philosophy and history to reveal the dark road ahead for society if we lose our faith in human life. ...more",bd261725b99f5983,0,https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,16,140,COSTLY,False
the electric pencil: drawings from inside state hospital no. 3,nonfiction,56.06,1,in stock (16 available) in stock in stock in stock in stock in stock in stock,"deeds's subtle, meticulous, and wildly imaginative pencil and crayon drawings portray an unusual cast of characters: nineteenth-century dandies, civil war soldiers, antique cars, fantastic boats and trains, country landscapes dotted with roaming animals, and fanciful architecture. none of these existed in the actual mid-twentieth-century landscape of deeds's own life, but deeds's subtle, meticulous, and wildly imaginative pencil and crayon drawings portray an unusual cast of characters: nineteenth-century dandies, civil war soldiers, antique cars, fantastic boats and trains, country landscapes dotted with roaming animals, and fanciful architecture. none of these existed in the actual mid-twentieth-century landscape of deeds's own life, but rather were representations of his inner world—an artist's poignant tribute to a faded past.deeds lovingly bound his artwork in a cardboard and leather portfolio, a present for his mother. after being accidentally discarded in 1970, the album was rescued from the trash by a young boy and, thirty-six years later, came into the hands of artist and collector harris diamant, who provides the book's foreword. the electric pencil features all 283 of deeds's arresting drawings—now avidly collected—done on ledger sheets from state hospital no. 3 in nevada, missouri, and reproduced in the sequence of the original album. the electric pencil introduces readers to an astonishing record of one man's unwavering artistic vision in the face of the most inhospitable conditions. ...more",a30b270e25489e5c,0,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,16,221,COSTLY,False
the gutsy girl: escapades for your life of epic adventure,nonfiction,37.13,1,in stock (16 available) in stock in stock in stock in stock in stock in stock,"why should girls miss out on the joy of adventure? they can jump off rocks, swing on ropes, and climb trees just as well as boys can. but girls often allow fear to stand in their way.in the gutsy girl, author caroline paul emboldens girls to seek out a life of exhilaration. once a young scaredy-cat herself, caroline decided that fear got in the way of the life she wanted-- why should girls miss out on the joy of adventure? they can jump off rocks, swing on ropes, and climb trees just as well as boys can. but girls often allow fear to stand in their way.in the gutsy girl, author caroline paul emboldens girls to seek out a life of exhilaration. once a young scaredy-cat herself, caroline decided that fear got in the way of the life she wanted--of excitement, confidence, self-reliance, friendship, and fun. she has since flown planes, rafted big rivers, climbed tall mountains, and fought fires as one of the first female firefighters in san francisco. in the gutsy girl, she shares her greatest escapades as well as those of other girls and women from throughout history, and offers engaging activities such as confidence-building stances, creating a compass, positive self-talk, and using crickets to estimate outside temperatures. each section includes a place for girls to “journal” their adventures, thus encouraging a new generation to develop a zest for challenges and a healthy relationship to risk. the gutsy girl is lean in for young girls, a book about the glorious things that happen when you unshackle from fear and open up to exhilaration. fully illustrated and enlivened throughout by bestselling illustrator wendy macnaughton's whimsical pen-and-ink drawings. ...more",acd86a5426e21ca0,0,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,16,280,COSTLY,False
"the inefficiency assassin: time management tactics for working smarter, not longer",default,20.59,5,in stock (16 available) in stock in stock in stock in stock in stock in stock,"slay procrastination, distraction, and overwhelm!who doesn’t want more time and energy for family, friends, and personal passions? author helene segura coaches real people in the real world to operate more efficiently during the workday, so they can have a life outside it. her engaging time management program caters to diverse learning styles, offering case studies that al slay procrastination, distraction, and overwhelm!who doesn’t want more time and energy for family, friends, and personal passions? author helene segura coaches real people in the real world to operate more efficiently during the workday, so they can have a life outside it. her engaging time management program caters to diverse learning styles, offering case studies that allow readers to self-diagnose and zero in on the strategies most appropriate for them. anyone wanting to streamline workflow and improve productivity can employ her wonderfully doable techniques — for clearing task lists, handling reminder systems, scheduling a variety of priorities, and even managing emails and phone calls. thanks to segura’s astute attention to personality, the inefficiency assassin meets readers where they are struggling and details quick and easy-to-implement strategies to, as segura promises, “kick chaos to the curb.” ...more",8c9e6bf2467d740d,0,https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,16,193,AFFORDABLE,True
the life-changing magic of tidying up: the japanese art of decluttering and organizing,nonfiction,16.77,3,in stock (16 available) in stock in stock in stock in stock in stock in stock,"despite constant efforts to declutter your home, do papers still accumulate like snowdrifts and clothes pile up like a tangled mess of noodles?japanese cleaning consultant marie kondo takes tidying to a whole new level, promising that if you properly simplify and organize your home once, you'll never have to do it again. most methods advocate a room-by-room or little-by-li despite constant efforts to declutter your home, do papers still accumulate like snowdrifts and clothes pile up like a tangled mess of noodles?japanese cleaning consultant marie kondo takes tidying to a whole new level, promising that if you properly simplify and organize your home once, you'll never have to do it again. most methods advocate a room-by-room or little-by-little approach, which doom you to pick away at your piles of stuff forever. the konmari method, with its revolutionary category-by-category system, leads to lasting results. in fact, none of kondo's clients have lapsed (and she still has a three-month waiting list).with detailed guidance for determining which items in your house ""spark joy"" (and which don't), this international best seller featuring tokyo's newest lifestyle phenomenon will help you clear your clutter and enjoy the unique magic of a tidy home - and the calm, motivated mindset it can inspire. ...more",0da9aa9d24677fc0,0,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,16,207,REASONABLE,False
in the country we love: my family divided,nonfiction,22.0,4,in stock (16 available) in stock in stock in stock in stock in stock in stock,"the star of orange is the new black and jane the virgin presents her personal story of the real plight of undocumented immigrants in this countrydiane guerrero, the television actress from the megahit orange is the new black and jane the virgin, was just fourteen years old on the day her parents and brother were arrested and deported while she was at school. born in the u. the star of orange is the new black and jane the virgin presents her personal story of the real plight of undocumented immigrants in this countrydiane guerrero, the television actress from the megahit orange is the new black and jane the virgin, was just fourteen years old on the day her parents and brother were arrested and deported while she was at school. born in the u.s., guerrero was able to remain in the country and continue her education, depending on the kindness of family friends who took her in and helped her build a life and a successful acting career for herself, without the support system of her family.in the country we love is a moving, heartbreaking story of one woman's extraordinary resilience in the face of the nightmarish struggles of undocumented residents in this country. there are over 11 million undocumented immigrants living in the us, many of whom have citizen children, whose lives here are just as precarious, and whose stories haven't been told. written with michelle burford, this memoir is a tale of personal triumph that also casts a much-needed light on the fears that haunt the daily existence of families like the author's and on a system that fails them over and over. ...more",b136b1b180ca753a,0,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,16,276,AFFORDABLE,True
join,science fiction,35.67,5,in stock (16 available) in stock in stock in stock in stock in stock in stock,"what if you could live multiple lives simultaneously, have constant, perfect companionship, and never die? that’s the promise of join, a revolutionary technology that allows small groups of minds to unite, forming a single consciousness that experiences the world through multiple bodies. but as two best friends, chance and lucky, living in an alternate version of our own n what if you could live multiple lives simultaneously, have constant, perfect companionship, and never die? that’s the promise of join, a revolutionary technology that allows small groups of minds to unite, forming a single consciousness that experiences the world through multiple bodies. but as two best friends, chance and lucky, living in an alternate version of our own near future quickly discover, the light of that miracle may be blinding them to its horrors.jolted out of comfortable, professional routines by a brutal encounter with a terrifying stranger and a malfunction in the join technology, chance and lucky follow a faint trail of clues off the grid in their desperate search for a cure. their journey leads them into the scarred heart of the north american continent. there, within the improvised shelter of the “solos” left behind by the rush of technology, they encounter the architects of a new kind of human consciousness. with the planet descending into environmental ruin, their trust of each other becomes their only guide through the moral hazards of a society in which individual identity has come undone. along the way, they must confront their own long-buried secrets, and learn how their story of injured conscience connects them to the arc of human evolution.a deftly crafted, kaleidoscopic novel with the pulse of a thriller, join explores big ideas in the current zeitgeist on an intimate, human scale. ...more",18ad3ed896c7ce05,0,https://books.toscrape.com/catalogue/join_902/index.html,16,291,COSTLY,False
judo: seven steps to black belt (an introductory guide for beginners),add a comment,53.9,2,in stock (16 available) in stock in stock in stock in stock in stock in stock,"displaying the most impressive throws, compelling armbars, dominant pins, and decisive chokes, judo is a particularly powerful sport and martial art that can bring opponents into submission in highly effective ways. with determination and perseverance, such tremendous power could be yours. designed with safety considerations in mind, judo allows people of all ages to be in displaying the most impressive throws, compelling armbars, dominant pins, and decisive chokes, judo is a particularly powerful sport and martial art that can bring opponents into submission in highly effective ways. with determination and perseverance, such tremendous power could be yours. designed with safety considerations in mind, judo allows people of all ages to be involved in a long-term fitness activity with opportunities for continuous improvement. judo is a way of life that promotes physical and mental harmony, encourages the development of self-confidence and leadership abilities, prepares practitioners to act in self-defense, and instills values such as discipline, respect, and diligence. judo is also an olympic sport that has been gaining increasing worldwide visibility. ...more",228f74b74f3a08ae,0,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,16,171,COSTLY,False
"layered: baking, building, and styling spectacular cakes",food and drink,40.11,1,in stock (16 available) in stock in stock in stock in stock in stock in stock,"it’s time to venture beyond vanilla and chocolate and take your baking skills up a notch. we’re talking layers—two, three, four, or more! create sky-high, bakery-quality treats at home with tessa huff’s 150 innovative recipes, which combine new and exciting flavors of cake, fillings, and frostings—everything from pink peppercorn cherry to bourbon butterscotch, and pumpkin it’s time to venture beyond vanilla and chocolate and take your baking skills up a notch. we’re talking layers—two, three, four, or more! create sky-high, bakery-quality treats at home with tessa huff’s 150 innovative recipes, which combine new and exciting flavors of cake, fillings, and frostings—everything from pink peppercorn cherry to bourbon butterscotch, and pumpkin vanilla chai to riesling rhubarb and raspberry chocolate stout. including contemporary baking methods and industry tips and tricks, layered covers every decorating technique you’ll ever need with simple instructions and gorgeous step-by-step photos that speak to bakers of every skill level—and to anyone who wants to transform dessert into layer upon layer of edible art. ...more",7b75cc7f223791f4,0,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,16,166,COSTLY,False
lumberjanes vol. 3: a terrible plan (lumberjanes #9-12),sequential art,19.92,2,in stock (16 available) in stock in stock in stock in stock in stock in stock,"this new york times bestselling series continues with jo, april, mal, molly, and ripley as they take on everything that goes bump in the night. from scary stories to magical portals that lead to a land untouched by time, it's definitely not your average summer. (lumberjanes #9-12)",57e5a4d515c8ce44,0,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,16,47,REASONABLE,False
"lumberjanes, vol. 1: beware the kitten holy (lumberjanes #1-4)",sequential art,45.61,3,in stock (16 available) in stock in stock in stock in stock in stock in stock,"friendship to the max!at miss qiunzilla thiskwin penniquiqul thistle crumpet's camp for hard-core lady-types, things are not what they seem. three-eyed foxes. secret caves. anagrams. luckily, jo, april, mal, molly, and ripley are five rad, butt-kicking best pals determined to have an awesome summer together... and they're not gonna let a magical quest or an array of supern friendship to the max!at miss qiunzilla thiskwin penniquiqul thistle crumpet's camp for hard-core lady-types, things are not what they seem. three-eyed foxes. secret caves. anagrams. luckily, jo, april, mal, molly, and ripley are five rad, butt-kicking best pals determined to have an awesome summer together... and they're not gonna let a magical quest or an array of supernatural critters get in their way! the mystery keeps getting bigger, and it all begins here. collects lumberjanes no. 1-4. ...more",b6ee99bcf06fc91f,0,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,16,136,COSTLY,False
"lumberjanes, vol. 2: friendship to the max (lumberjanes #5-8)",sequential art,46.91,2,in stock (16 available) in stock in stock in stock in stock in stock in stock,"what a mystery!jo, april, mal, molly, and ripley are not your average campers and miss qiunzella thiskwin penniquiqul thistle crumpet's camp for hardcore lady-types is not your average summer camp. between the river monsters, magic, and the art of friendship bracelets, this summer is only just beginning. join the lumberjanes as they take on raptors and a sibling rivalry th what a mystery!jo, april, mal, molly, and ripley are not your average campers and miss qiunzella thiskwin penniquiqul thistle crumpet's camp for hardcore lady-types is not your average summer camp. between the river monsters, magic, and the art of friendship bracelets, this summer is only just beginning. join the lumberjanes as they take on raptors and a sibling rivalry that only myths are made of.this new york times bestseller and eisner award-nominated series is written by awesome all-star noelle stevenson and brilliant newcomer grace ellis, and illustrated by the tremendously talented brooke allen.lumberjanes, vol. 2: friendship to the max includes issues 5-8 and the first fourteen pages of giant days, vol. 1 by john allison. ...more",460089f796fb3f82,0,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,16,176,COSTLY,False
"mama tried: traditional italian cooking for the screwed, crude, vegan, and tattooed",food and drink,14.02,4,in stock (16 available) in stock in stock in stock in stock in stock in stock,"cecilia granata grew up cooking with her family in italy. as a vegan, she learned to adapt her favorite recipes from around the country to be animal free while retaining the flavor and feeling of true italian home cooking. she shares her commitment to ethical and artful eating in this alphabetically-arranged volume with over 100 recipes, ranging from traditional favorites cecilia granata grew up cooking with her family in italy. as a vegan, she learned to adapt her favorite recipes from around the country to be animal free while retaining the flavor and feeling of true italian home cooking. she shares her commitment to ethical and artful eating in this alphabetically-arranged volume with over 100 recipes, ranging from traditional favorites to homemade liqueurs to aphrodisiacs—all ""senza sofferenza,"" without suffering. the recipes are lushly illustrated with granata's food-inspired tattoo art. ...more",72f9d5be3472d34e,0,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,16,140,REASONABLE,True
masks and shadows,fantasy,56.4,2,in stock (16 available) in stock in stock in stock in stock in stock in stock,"the year is 1779, and carlo morelli, the most renowned castrato singer in europe, has been invited as an honored guest to eszterháza palace. with carlo in prince nikolaus esterházy's carriage, ride a prussian spy and one of the most notorious alchemists in the habsburg empire. already at eszterháza is charlotte von steinbeck, the very proper sister of prince nikolaus's mis the year is 1779, and carlo morelli, the most renowned castrato singer in europe, has been invited as an honored guest to eszterháza palace. with carlo in prince nikolaus esterházy's carriage, ride a prussian spy and one of the most notorious alchemists in the habsburg empire. already at eszterháza is charlotte von steinbeck, the very proper sister of prince nikolaus's mistress. charlotte has retreated to the countryside to mourn her husband's death. now, she must overcome the ingrained rules of her society in order to uncover the dangerous secrets lurking within the palace's golden walls. music, magic, and blackmail mingle in a plot to assassinate the habsburg emperor and empress--a plot that can only be stopped if carlo and charlotte can see through the masks worn by everyone they meet. ...more",fa9610a50a1bf149,0,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,16,192,COSTLY,False
